id,tweet_url,created_at,full_text,Labels,screen_name,followers,friends,rt,fav,geo,coordinates,lang
1375388600531972098,twitter.com/shamshe87423040/status/1375388600531972098,Fri Mar 26 10:06:10 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,shamshe87423040,3,61,6861,0,,,en
1375388494026002434,twitter.com/vaibhavsulocha1/status/1375388494026002434,Fri Mar 26 10:05:45 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,vaibhavsulocha1,22,184,4882,0,,,en
1375386672444018693,twitter.com/Tanuja69212456/status/1375386672444018693,Fri Mar 26 09:58:30 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,Tanuja69212456,1,25,6861,0,,,en
1375386219316572160,twitter.com/Pagal36037232/status/1375386219316572160,Fri Mar 26 09:56:42 +0000 2021,"RT @aartic02: I am a Proud Kejriwal Supporter ✌️ 
*AAP couldn't be Bought with Money 
*Didn't back off with Fake Fabricated Cases 
*Didn't…",0,Pagal36037232,267,916,152,0,,,en
1375385678758825991,twitter.com/DineshR91684820/status/1375385678758825991,Fri Mar 26 09:54:33 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,DineshR91684820,81,132,4882,0,,,en
1375385490455556099,twitter.com/ArifKha24418927/status/1375385490455556099,Fri Mar 26 09:53:49 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,ArifKha24418927,4,80,4882,0,,,en
1375385421421547529,twitter.com/Swatikp09/status/1375385421421547529,Fri Mar 26 09:53:32 +0000 2021,"RT @igot10on10: Blast from the past  😂
#GNCTDBill #ChaprasiKejriwal
#BlackDayForDemocracy https://t.co/yOub9x8hp4",0,Swatikp09,18,35,916,0,,,en
1375385399258796035,twitter.com/Rohit119754/status/1375385399258796035,Fri Mar 26 09:53:27 +0000 2021,"RT @sanjeevchadha8: #GNCTDBill 
Why @ArvindKejriwal and its team want to oppose because they dont want educational model 
But #LiquorMafia…",0,Rohit119754,225,471,6,0,,,en
1375385276504109058,twitter.com/BAbhishek01/status/1375385276504109058,Fri Mar 26 09:52:57 +0000 2021,RT @Snigdhabawa: #GNCTDBill is another Warning to the citizenry. The Modus Operandi has now been expanded from Rigged Elections and Buying…,0,BAbhishek01,48,62,17,0,,,en
1375385132291387396,twitter.com/rgangwar4115/status/1375385132291387396,Fri Mar 26 09:52:23 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,rgangwar4115,31,412,4882,0,,,en
1375384761116418050,twitter.com/JashPatelSpeaks/status/1375384761116418050,Fri Mar 26 09:50:55 +0000 2021,RT @Mystic_Soul25: @INCMumbai Opposition claims to be big defenders of Democracy but when it comes to action they abstain from voting in RS…,0,JashPatelSpeaks,213,217,8,0,,,en
1375383846057701382,twitter.com/Madhu_Bandaru4/status/1375383846057701382,Fri Mar 26 09:47:16 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,Madhu_Bandaru4,1653,1185,6861,0,,,en
1375383760875614212,twitter.com/sanjeevchadha8/status/1375383760875614212,Fri Mar 26 09:46:56 +0000 2021,"#GNCTDBill 
Why @ArvindKejriwal and its team want to oppose because they dont want educational model 
But #LiquorMafia 
Changing from #CBSE to #DelhiBoard to ensure that 100% result and create anarcy. That will lead to unemployed coming on street and Rioting?",0,sanjeevchadha8,1475,509,6,3,,,en
1375383344607715339,twitter.com/Ankushj36367699/status/1375383344607715339,Fri Mar 26 09:45:17 +0000 2021,"RT @AamAadmiParty: MUST WATCH 🔥

AAP MP @SanjayAzadSln roars inside the Rajya Sabha against Modi Govt's Unconstitutional #GNCTDBill https:/…",0,Ankushj36367699,8,8,1414,0,,,en
1375383333455151104,twitter.com/AamITEngineer/status/1375383333455151104,Fri Mar 26 09:45:14 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,AamITEngineer,752,1808,6861,0,,,en
1375383092815261700,twitter.com/Azhar8k/status/1375383092815261700,Fri Mar 26 09:44:17 +0000 2021,"RT @iamdolly1108: “We 10 MPs flew from Bengal for this discussion, although there's an election coming up. 

@MamataOfficial Didi told us,…",0,Azhar8k,5203,3643,3,0,,,en
1375382961810518018,twitter.com/1_love_90/status/1375382961810518018,Fri Mar 26 09:43:46 +0000 2021,"RT @iamdolly1108: “We 10 MPs flew from Bengal for this discussion, although there's an election coming up. 

@MamataOfficial Didi told us,…",0,1_love_90,238,153,3,0,,,en
1375382890872074242,twitter.com/jainarpitking/status/1375382890872074242,Fri Mar 26 09:43:29 +0000 2021,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",0,jainarpitking,310,270,284,0,,,en
1375382837495390214,twitter.com/devesh10k/status/1375382837495390214,Fri Mar 26 09:43:16 +0000 2021,"RT @igot10on10: Blast from the past  😂
#GNCTDBill #ChaprasiKejriwal
#BlackDayForDemocracy https://t.co/yOub9x8hp4",0,devesh10k,434,619,916,0,,,en
1375382723146043396,twitter.com/ismail_rihaan/status/1375382723146043396,Fri Mar 26 09:42:49 +0000 2021,"#GNCTDBill passed by the Rajya Sabha.
Now only one person will have run the #government and the votes voted by the people has gone null. #BJPFearsKejriwal that it do more and better developments for people in the state. #BlackDayForDemocracy #DeathOfDemocracy",0,ismail_rihaan,50,86,1,1,,,en
1375382663620521985,twitter.com/imran_khairi/status/1375382663620521985,Fri Mar 26 09:42:35 +0000 2021,"RT @aartic02: I am a Proud Kejriwal Supporter ✌️ 
*AAP couldn't be Bought with Money 
*Didn't back off with Fake Fabricated Cases 
*Didn't…",0,imran_khairi,4,19,152,0,,,en
1375382658855792640,twitter.com/MoncySherwin/status/1375382658855792640,Fri Mar 26 09:42:33 +0000 2021,RT @NandyAsmita: It didn't stop with Kashmir. It won't stop with Delhi. #GNCTDBill passed!,0,MoncySherwin,6,121,793,0,,,en
1375382435920109573,twitter.com/irshuZ/status/1375382435920109573,Fri Mar 26 09:41:40 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,irshuZ,786,1793,4882,0,,,en
1375382435819495428,twitter.com/naughtychacha/status/1375382435819495428,Fri Mar 26 09:41:40 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,naughtychacha,69,302,6861,0,,,en
1375382240952078337,twitter.com/iamdolly1108/status/1375382240952078337,Fri Mar 26 09:40:54 +0000 2021,"“We 10 MPs flew from Bengal for this discussion, although there's an election coming up. 

@MamataOfficial Didi told us, leave the Manifesto, go save the Constitution first!” 

#Parliament speech 

#GNCTDBill #WestBengalElection2021 https://t.co/TUHWzzAIkv https://t.co/4QXGduGeNk https://t.co/PCKHNDGDB6",0,iamdolly1108,12757,5716,3,4,,,en
1375382145024200705,twitter.com/skiyer77/status/1375382145024200705,Fri Mar 26 09:40:31 +0000 2021,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",0,skiyer77,400,1496,284,0,,,en
1375382065827311621,twitter.com/Praveen90486041/status/1375382065827311621,Fri Mar 26 09:40:12 +0000 2021,RT @FunMauji: .@ArvindKejriwal with the india's most powerful chief ministers. 🤣  #GNCTDBill https://t.co/qvLKH3UjGW,0,Praveen90486041,23,49,49,0,,,en
1375381721688932352,twitter.com/BangAds/status/1375381721688932352,Fri Mar 26 09:38:50 +0000 2021,RT @cantcarelesser: This is what happens when you can't buy the MLAs to topple an elected state government but still want to rule the state…,0,BangAds,166,200,2,0,,,en
1375381523285766146,twitter.com/ReddyNaveenn/status/1375381523285766146,Fri Mar 26 09:38:03 +0000 2021,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",0,ReddyNaveenn,207,862,284,0,,,en
1375381475600691200,twitter.com/AnkalgiZubair/status/1375381475600691200,Fri Mar 26 09:37:51 +0000 2021,"RT @TheRoyalRaajput: Scene from Rajya Sabha after passing #GNCTDBill today 😂

 #chaprasiKejriwal https://t.co/4VApwqQePI",0,AnkalgiZubair,12,108,164,0,,,en
1375381441761054720,twitter.com/AnasuyaBarik/status/1375381441761054720,Fri Mar 26 09:37:43 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,AnasuyaBarik,0,72,4882,0,,,en
1375381368734150658,twitter.com/mdilyashdv/status/1375381368734150658,Fri Mar 26 09:37:26 +0000 2021,"RT @TweetByHasan: Their strategy is clear, 
If you don't bring us to power,
We will take your democratic powers anyway. 
#GNCTDBill 
#BJPFe…",0,mdilyashdv,146,161,4,0,,,en
1375381283392655363,twitter.com/surjitsangar/status/1375381283392655363,Fri Mar 26 09:37:05 +0000 2021,"RT @Suman_Duhan: 'Black Day, Murder of Democracy'

CM @ArvindKejriwal &amp; Dy CM @msisodia slam passage of #GNCTDBill in RS : Say their work w…",0,surjitsangar,324,156,9,0,,,en
1375380841568686086,twitter.com/Paurushya/status/1375380841568686086,Fri Mar 26 09:35:20 +0000 2021,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",0,Paurushya,196,1495,284,0,,,en
1375380829069733889,twitter.com/NidhiArora13579/status/1375380829069733889,Fri Mar 26 09:35:17 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,NidhiArora13579,58,240,4882,0,,,en
1375380461489250305,twitter.com/AnkalgiZubair/status/1375380461489250305,Fri Mar 26 09:33:50 +0000 2021,"RT @AamAadmiParty: MUST WATCH 🔥

AAP MP @SanjayAzadSln roars inside the Rajya Sabha against Modi Govt's Unconstitutional #GNCTDBill https:/…",0,AnkalgiZubair,12,108,1414,0,,,en
1375379459306516481,twitter.com/Me_Predictor/status/1375379459306516481,Fri Mar 26 09:29:51 +0000 2021,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",0,Me_Predictor,1261,4993,284,0,,,en
1375379351139622917,twitter.com/gablasts/status/1375379351139622917,Fri Mar 26 09:29:25 +0000 2021,"RT @PostTruthIndia: BJP FEARED AAP's ENQUIRY INTO DELHI RIOTS👇🏼

Delhi Assembly's Peace &amp; Harmony Committee under AAP MLA @raghav_chadha wa…",0,gablasts,425,794,162,0,,,en
1375379105500176387,twitter.com/DrNehalVaidya/status/1375379105500176387,Fri Mar 26 09:28:26 +0000 2021,"RT @PostTruthIndia: BJP FEARED AAP's ENQUIRY INTO DELHI RIOTS👇🏼

Delhi Assembly's Peace &amp; Harmony Committee under AAP MLA @raghav_chadha wa…",0,DrNehalVaidya,8960,924,162,0,,,en
1375379079344529410,twitter.com/gskamsfan/status/1375379079344529410,Fri Mar 26 09:28:20 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,gskamsfan,22,313,6861,0,,,en
1375378820954386434,twitter.com/arunmishra1968/status/1375378820954386434,Fri Mar 26 09:27:18 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,arunmishra1968,67,128,4882,0,,,en
1375378744177664000,twitter.com/saurabh555556/status/1375378744177664000,Fri Mar 26 09:27:00 +0000 2021,"RT @sayankit: Constitution says Council of Ministers responsible to Legislative Assembly not LG..
#GNCTDBill
#नहीं_भूलेंगे 
@INCIndia @INCD…",0,saurabh555556,392,520,14,0,,,en
1375378424445870085,twitter.com/Ashish07661494/status/1375378424445870085,Fri Mar 26 09:25:44 +0000 2021,"RT @Shivang16082001: Good job @narendramodi sir!  
National security is first when this nation will exist then only we can do politics or a…",0,Ashish07661494,1,14,1,0,,,en
1375378411837775882,twitter.com/Ashish07661494/status/1375378411837775882,Fri Mar 26 09:25:41 +0000 2021,RT @SaffronDelhite: Government of National Capital Territory of Delhi (GNCTD Amendment) Bill defines responsibilities of Delhi Govt &amp; Lieut…,0,Ashish07661494,1,14,1,0,,,en
1375378302756528131,twitter.com/PradeepCgr8/status/1375378302756528131,Fri Mar 26 09:25:15 +0000 2021,Delhi Reclaimed #GNCTDBill https://t.co/QthqWqqSgD,0,PradeepCgr8,28,133,0,0,,,en
1375378033704529924,twitter.com/modi_yug_sewak/status/1375378033704529924,Fri Mar 26 09:24:11 +0000 2021,"RT @igot10on10: Blast from the past  😂
#GNCTDBill #ChaprasiKejriwal
#BlackDayForDemocracy https://t.co/yOub9x8hp4",0,modi_yug_sewak,1936,5021,916,0,,,en
1375377585169788928,twitter.com/Jitendr85347648/status/1375377585169788928,Fri Mar 26 09:22:24 +0000 2021,"RT @igot10on10: Blast from the past  😂
#GNCTDBill #ChaprasiKejriwal
#BlackDayForDemocracy https://t.co/yOub9x8hp4",0,Jitendr85347648,2422,3969,916,0,,,en
1375377421604593664,twitter.com/desh_bhkt/status/1375377421604593664,Fri Mar 26 09:21:45 +0000 2021,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",0,desh_bhkt,35281,188,284,0,,,en
1375377108071968775,twitter.com/MaiHuBe37846383/status/1375377108071968775,Fri Mar 26 09:20:30 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,MaiHuBe37846383,1,4,4882,0,,,en
1375376491412791298,twitter.com/pkpandit21/status/1375376491412791298,Fri Mar 26 09:18:03 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,pkpandit21,1405,1192,4882,0,,,en
1375376271102734339,twitter.com/13Jitesh/status/1375376271102734339,Fri Mar 26 09:17:10 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,13Jitesh,1,41,4882,0,,,en
1375375937026416651,twitter.com/Shailen39926638/status/1375375937026416651,Fri Mar 26 09:15:51 +0000 2021,"RT @souravjain540: Everyone is opposing #GNCTDBill  in Delhi 

Today in college all students in break was talking about this and saying thi…",0,Shailen39926638,379,3986,116,0,,,en
1375375735846621191,twitter.com/Shailen39926638/status/1375375735846621191,Fri Mar 26 09:15:03 +0000 2021,"RT @aartic02: Centre feeling insecure as @ArvindKejriwal 'emerging as an alternative' to Narendra Modi 
: @msisodia on #GNCTDBill  https://…",0,Shailen39926638,379,3986,91,0,,,en
1375375291976060935,twitter.com/Virendr20039771/status/1375375291976060935,Fri Mar 26 09:13:17 +0000 2021,"RT @sayankit: Constitution says Council of Ministers responsible to Legislative Assembly not LG..
#GNCTDBill
#नहीं_भूलेंगे 
@INCIndia @INCD…",0,Virendr20039771,4,24,14,0,,,en
1375374883874430983,twitter.com/pawan_ajranaKKR/status/1375374883874430983,Fri Mar 26 09:11:40 +0000 2021,"RT @pawan_ajranaKKR: @ReallySwara Scene from Rajya Sabha after passing #GNCTDBill today 😂

 #chaprasiKejriwal https://t.co/i5qyxQaYp3",0,pawan_ajranaKKR,1132,1353,6,0,,,en
1375374302955012098,twitter.com/gorovare/status/1375374302955012098,Fri Mar 26 09:09:21 +0000 2021,RT @FunMauji: .@ArvindKejriwal with the india's most powerful chief ministers. 🤣  #GNCTDBill https://t.co/qvLKH3UjGW,0,gorovare,106,294,49,0,,,en
1375373594415390720,twitter.com/hasmatbilalsid1/status/1375373594415390720,Fri Mar 26 09:06:32 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,hasmatbilalsid1,1,13,4882,0,,,en
1375373188461289474,twitter.com/samraat1112/status/1375373188461289474,Fri Mar 26 09:04:55 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,samraat1112,16,65,4882,0,,,en
1375373182828351493,twitter.com/Nupur_4/status/1375373182828351493,Fri Mar 26 09:04:54 +0000 2021,"RT @unmatchedurvi: Q1. What makes the NCT (Amendment) Bill, 2021 controversial?
Q2. Why did the Central Government propose amendments to th…",0,Nupur_4,290,404,2,0,,,en
1375373013365886977,twitter.com/Ekta64749152/status/1375373013365886977,Fri Mar 26 09:04:14 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,Ekta64749152,57,242,6861,0,,,en
1375372716031631361,twitter.com/Chirag65694904/status/1375372716031631361,Fri Mar 26 09:03:03 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,Chirag65694904,36,173,4882,0,,,en
1375372667788828673,twitter.com/Aaliyasir/status/1375372667788828673,Fri Mar 26 09:02:51 +0000 2021,"RT @sunetrac: ‘We dont follow the best constitutional norms, we follow the worst... since Indira, Rajiv, govt has practiced coercive federa…",0,Aaliyasir,471,528,6,0,,,en
1375372457566068739,twitter.com/idhwanibhatt/status/1375372457566068739,Fri Mar 26 09:02:01 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,idhwanibhatt,43,20,4882,0,,,en
1375372398560604161,twitter.com/vajeshr/status/1375372398560604161,Fri Mar 26 09:01:47 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,vajeshr,1037,2779,4882,0,,,en
1375372219388362753,twitter.com/imDrgaurav/status/1375372219388362753,Fri Mar 26 09:01:04 +0000 2021,"RT @ndtv: Watch | With the #GNCTDBill passed in parliament, all powers now rest with the Lieutenant Governor. BJP says it will streamline g…",0,imDrgaurav,4,54,62,0,,,en
1375372186668560390,twitter.com/Tauseef02677952/status/1375372186668560390,Fri Mar 26 09:00:57 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,Tauseef02677952,5,31,6861,0,,,en
1375372122634088454,twitter.com/PREMRAJ82370688/status/1375372122634088454,Fri Mar 26 09:00:41 +0000 2021,"RT @SatyPalMalikGov: LG is the new CM! 

Can President be the new PM in future? 

#GNCTDBill #RajyaSabha
#GNCTDBill",0,PREMRAJ82370688,55,24,161,0,,,en
1375372091122352138,twitter.com/Aditya_Zaveri/status/1375372091122352138,Fri Mar 26 09:00:34 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,Aditya_Zaveri,111,113,6861,0,,,en
1375371745587200000,twitter.com/Tauseef02677952/status/1375371745587200000,Fri Mar 26 08:59:11 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,Tauseef02677952,5,31,4882,0,,,en
1375371667006910474,twitter.com/Nupur_4/status/1375371667006910474,Fri Mar 26 08:58:53 +0000 2021,"@ndtvindia Q1. What makes the NCT (Amendment) Bill, 2021 controversial?
Q2. Why did the Central Government propose amendments to the Act?
Q3. What changes will these new amendments bring? Read 👇
https://t.co/I6r6OqzytS
#GNCTDAmendmentBill #GNCTDBill",0,Nupur_4,290,404,0,1,,,en
1375371460445790212,twitter.com/RoseBleedYellow/status/1375371460445790212,Fri Mar 26 08:58:03 +0000 2021,@ndtvindia @msisodia @BabaManoranjan Watching a debate on ndtvindia .. i must say this man OP sharma is an illiterate person he doesn't even read the #GNCTDBill and came on the debate to show his dumbness... This draconian bill should be put off the table immediately. https://t.co/qSclOs2hpI,0,RoseBleedYellow,3,62,0,0,,,en
1375371383505444865,twitter.com/Indian___007/status/1375371383505444865,Fri Mar 26 08:57:45 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,Indian___007,0,26,6861,0,,,en
1375370826740944897,twitter.com/Apoorv_malik758/status/1375370826740944897,Fri Mar 26 08:55:32 +0000 2021,"RT @ndtv: Watch | With the #GNCTDBill passed in parliament, all powers now rest with the Lieutenant Governor. BJP says it will streamline g…",0,Apoorv_malik758,101,426,62,0,,,en
1375370453456351240,twitter.com/meirshadahmad/status/1375370453456351240,Fri Mar 26 08:54:03 +0000 2021,"RT @TweetByHasan: Their strategy is clear, 
If you don't bring us to power,
We will take your democratic powers anyway. 
#GNCTDBill 
#BJPFe…",0,meirshadahmad,143,52,4,0,,,en
1375370444186902532,twitter.com/Masretti/status/1375370444186902532,Fri Mar 26 08:54:01 +0000 2021,"RT @ndtv: Watch | With the #GNCTDBill passed in parliament, all powers now rest with the Lieutenant Governor. BJP says it will streamline g…",0,Masretti,81,205,62,0,,,en
1375370350830120961,twitter.com/sumit200171/status/1375370350830120961,Fri Mar 26 08:53:39 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,sumit200171,27,49,6861,0,,,en
1375369731272704001,twitter.com/unmatchedurvi/status/1375369731272704001,Fri Mar 26 08:51:11 +0000 2021,"Q1. What makes the NCT (Amendment) Bill, 2021 controversial?
Q2. Why did the Central Government propose amendments to the Act?
Q3. What changes will these new amendments bring? Read👇
https://t.co/8ph1Ef7751
#GNCTDBill #GNCTDAmendmentBill 
@ArvindKejriwal @AAPDelhi @BJP4India RT",0,unmatchedurvi,105,181,2,3,,,en
1375369631569903622,twitter.com/IndiaHii/status/1375369631569903622,Fri Mar 26 08:50:47 +0000 2021,"If my elected government is made powerless, by internal forces...
Our constitution is dead!!
∆
✓ GNCTD Amendment Bill, 2021 has been passed yesterday!
✓ Other bills passed recently:
◆ Article 370
◆ CAA
◆ Farm Bill

#humaraINDIAincredible
#GNCTDBill",0,IndiaHii,11,765,0,0,,,en
1375369622417891328,twitter.com/anshikkka/status/1375369622417891328,Fri Mar 26 08:50:45 +0000 2021,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",0,anshikkka,21,158,284,0,,,en
1375369416934785024,twitter.com/RathodKh/status/1375369416934785024,Fri Mar 26 08:49:56 +0000 2021,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",0,RathodKh,469,833,284,0,,,en
1375369407111819270,twitter.com/AK_Proud_Sikh/status/1375369407111819270,Fri Mar 26 08:49:54 +0000 2021,"RT @PostTruthIndia: BJP FEARED AAP's ENQUIRY INTO DELHI RIOTS👇🏼

Delhi Assembly's Peace &amp; Harmony Committee under AAP MLA @raghav_chadha wa…",0,AK_Proud_Sikh,38,143,162,0,,,en
1375369173371514886,twitter.com/AnupKum84657730/status/1375369173371514886,Fri Mar 26 08:48:58 +0000 2021,RT @Rofl__Rockstarr: Behind the Scene after #GNCTDBill  passed from RajyaSabha 😂😂😂 https://t.co/Rx80ROikXO,0,AnupKum84657730,34,72,28,0,,,en
1375369064139264001,twitter.com/100_rabbh/status/1375369064139264001,Fri Mar 26 08:48:32 +0000 2021,RT @FunMauji: .@ArvindKejriwal with the india's most powerful chief ministers. 🤣  #GNCTDBill https://t.co/qvLKH3UjGW,0,100_rabbh,12,394,49,0,,,en
1375369015023951877,twitter.com/DevaIn88481672/status/1375369015023951877,Fri Mar 26 08:48:20 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,DevaIn88481672,32,143,4882,0,,,en
1375368940193415175,twitter.com/AbbiSandhu1/status/1375368940193415175,Fri Mar 26 08:48:03 +0000 2021,"RT @ndtv: Watch | With the #GNCTDBill passed in parliament, all powers now rest with the Lieutenant Governor. BJP says it will streamline g…",0,AbbiSandhu1,5,11,62,0,,,en
1375368743119777796,twitter.com/Jitendr57255906/status/1375368743119777796,Fri Mar 26 08:47:16 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,Jitendr57255906,189,96,4882,0,,,en
1375368024081920002,twitter.com/Nav61435852/status/1375368024081920002,Fri Mar 26 08:44:24 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,Nav61435852,13,174,6861,0,,,en
1375367837070450693,twitter.com/ShreyasSweety/status/1375367837070450693,Fri Mar 26 08:43:40 +0000 2021,"@DaaruBaazMehta @AAPDelhi,@CMODelhi ,@raghav_chadha ,@AtishiAAP -Thats why #GNCTDBill  so that the need for taking the consent of Delhi legislature to shut down Bakra Nangal dam for so called repairs by Bakra beas mgmt board is not needed .Shutdown lifeline of Delhi by shutting dn the 💧supply.",0,ShreyasSweety,11,38,0,0,,,en
1375367446962442242,twitter.com/Lukcyyadav1/status/1375367446962442242,Fri Mar 26 08:42:07 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,Lukcyyadav1,14,72,6861,0,,,en
1375367405367517187,twitter.com/Kittu9964/status/1375367405367517187,Fri Mar 26 08:41:57 +0000 2021,"RT @doorva207: Finally Kejriwαl will understand how it feels to be Mαnmohαn singh. 

#GNCTDBill",0,Kittu9964,39,63,40,0,,,en
1375367195719467010,twitter.com/bhardwaj_DPCC/status/1375367195719467010,Fri Mar 26 08:41:07 +0000 2021,"RT @duttabhishek: As a Dilliwala what do you think about the new #GNCTDBill #AmendmentBill , please share your comments . No Abusive Langua…",0,bhardwaj_DPCC,755,1189,10,0,,,en
1375367151733760000,twitter.com/Aapfans1/status/1375367151733760000,Fri Mar 26 08:40:56 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,Aapfans1,14663,5983,4882,0,,,en
1375367075833786373,twitter.com/jsshelly/status/1375367075833786373,Fri Mar 26 08:40:38 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,jsshelly,455,274,4882,0,,,en
1375366985660440578,twitter.com/Syed_abrar53/status/1375366985660440578,Fri Mar 26 08:40:17 +0000 2021,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",0,Syed_abrar53,29,511,6861,0,,,en
1375366737986691074,twitter.com/RahulSaysItLoud/status/1375366737986691074,Fri Mar 26 08:39:18 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,RahulSaysItLoud,44,398,4882,0,,,en
1375366488731779072,twitter.com/rishabh_rbg/status/1375366488731779072,Fri Mar 26 08:38:18 +0000 2021,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",0,rishabh_rbg,9,15,4882,0,,,en
