id,tweet_url,created_at,class,text,screen_name,followers,friends,rt,fav,geo,coordinates,lang
1.37E+18,twitter.com/Alisyed74940107/status/1373478229676224517,Sun Mar 21 03:35:02 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",Alisyed74940107,104,73,70,0,,,en
1.37E+18,twitter.com/banyalakamal/status/1373475951904890885,Sun Mar 21 03:25:59 +0000 2021,0,"@aajtak #modi_rojgar_do 
#modi_rojgar_do 
#stop_privatisation 
#no_job_no_vote 
#stop_privatisation",banyalakamal,3,12,0,0,,,und
1.37E+18,twitter.com/DileepV24081130/status/1373475763110834178,Sun Mar 21 03:25:14 +0000 2021,,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",DileepV24081130,7,70,29,0,,,en
1.37E+18,twitter.com/banyalakamal/status/1373475721096564736,Sun Mar 21 03:25:04 +0000 2021,0,"RT @banyalakamal: @Robin92700 #modi_rojgar_do 
#modi_rojgar_दो
#no_job_no_vote 
#stop_privatisation",banyalakamal,3,12,1,0,,,und
1.37E+18,twitter.com/banyalakamal/status/1373475669041025024,Sun Mar 21 03:24:52 +0000 2021,0,"RT @banyalakamal: @Careerwill1 #modi_rojgar_do 
#modi_jawab_do 
#no_job_no_vote 
#stop_privatisation",banyalakamal,3,12,1,0,,,und
1.37E+18,twitter.com/banyalakamal/status/1373475656885936130,Sun Mar 21 03:24:49 +0000 2021,0,"RT @banyalakamal: @Careerwill1 #stop_privatisation 
#modi_rojgar_do 
#no_job_no_vote",banyalakamal,3,12,1,0,,,und
1.37E+18,twitter.com/banyalakamal/status/1373475412194430976,Sun Mar 21 03:23:50 +0000 2021,0,"@Careerwill1 #stop_privatisation 
#modi_rojgar_do 
#no_job_no_vote",banyalakamal,3,12,1,1,,,und
1.37E+18,twitter.com/banyalakamal/status/1373475310222512129,Sun Mar 21 03:23:26 +0000 2021,0,"@Careerwill1 #modi_rojgar_do 
#modi_jawab_do 
#no_job_no_vote 
#stop_privatisation",banyalakamal,3,12,1,1,,,und
1.37E+18,twitter.com/banyalakamal/status/1373475078197837826,Sun Mar 21 03:22:31 +0000 2021,0,"RT @banyalakamal: #BoycottBJP_4Farmers 
#modi_rojgar_do 
#stop_privatisation 
#no_job_no_vote",banyalakamal,3,12,1,0,,,und
1.37E+18,twitter.com/banyalakamal/status/1373474929258110980,Sun Mar 21 03:21:55 +0000 2021,0,"#BoycottBJP_4Farmers 
#modi_rojgar_do 
#stop_privatisation 
#no_job_no_vote",banyalakamal,3,12,1,2,,,und
1.37E+18,twitter.com/banyalakamal/status/1373474695052292099,Sun Mar 21 03:20:59 +0000 2021,0,"@Robin92700 #modi_rojgar_do 
#modi_rojgar_दो
#no_job_no_vote 
#stop_privatisation",banyalakamal,3,12,1,1,,,und
1.37E+18,twitter.com/banyalakamal/status/1373474499081900033,Sun Mar 21 03:20:13 +0000 2021,0,"RT @banyalakamal: @INCIndia #modi_rojgar_do 
#no_job_no_vote 
#stop_privatisation https://t.co/YpLBaJe0Mb",banyalakamal,3,12,2,0,,,und
1.37E+18,twitter.com/banyalakamal/status/1373474173440253952,Sun Mar 21 03:18:55 +0000 2021,0,"@INCIndia #modi_rojgar_do 
#no_job_no_vote 
#stop_privatisation https://t.co/YpLBaJe0Mb",banyalakamal,3,12,2,3,,,und
1.37E+18,twitter.com/SKUMAR27273806/status/1373474075616546817,Sun Mar 21 03:18:32 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",SKUMAR27273806,3,29,70,0,,,en
1.37E+18,twitter.com/AkshayDandeka13/status/1373473916367167489,Sun Mar 21 03:17:54 +0000 2021,0,RT @ASB04091: @NitinRaut_INC साहेब कोरोना कालात राजस्थान मध्ये काँग्रेस ची सत्ता असताना नोकर भरती करू शकतात तर आपल्या महाराष्ट्रात का नाही…,AkshayDandeka13,102,107,4,0,,,mr
1.37E+18,twitter.com/RamanPa68165851/status/1373473881579614212,Sun Mar 21 03:17:45 +0000 2021,0,"RT @VivekDu93180699: #modi_job_do #modi_rojgar_do 
#abhinaymaths #Abhinay_sharma 
#Gaganpratap",RamanPa68165851,5,15,3,0,,,und
1.37E+18,twitter.com/banyalakamal/status/1373473853964349443,Sun Mar 21 03:17:39 +0000 2021,0,"@Robin92700 #modi_rojgar_do 
#no_job_no_vote https://t.co/Zj6Ig3O94j",banyalakamal,3,12,4,7,,,und
1.37E+18,twitter.com/Saaaajit/status/1373472893275807746,Sun Mar 21 03:13:50 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",Saaaajit,19,29,70,0,,,en
1.37E+18,twitter.com/NirajRa61477034/status/1373472640552169484,Sun Mar 21 03:12:50 +0000 2021,0,"RT @NirajRa61477034: Modi ! we need a job for we create a good future better than present 
#modi_job_do #modi_rojgar_do 
Plz understand @BJ…",NirajRa61477034,0,14,2,0,,,en
1.37E+18,twitter.com/ChetanNimje2/status/1373472143199989760,Sun Mar 21 03:10:51 +0000 2021,0,RT @ASB04091: @NitinRaut_INC साहेब कोरोना कालात राजस्थान मध्ये काँग्रेस ची सत्ता असताना नोकर भरती करू शकतात तर आपल्या महाराष्ट्रात का नाही…,ChetanNimje2,39,54,3,0,,,mr
1.37E+18,twitter.com/SubhamK66295057/status/1373472058156359680,Sun Mar 21 03:10:31 +0000 2021,0,RT @PravatK20042541: @SubhamK66295057 @Sandeep_sir_gk #modi_rojgar_do,SubhamK66295057,0,4,2,0,,,und
1.37E+18,twitter.com/RizwanMoulvi2/status/1373469026605658113,Sun Mar 21 02:58:28 +0000 2021,1,"RT @RoflPFI: #बहाना_नहीं_बहाली_चाहिए
#modi_rojgar_do 
In between all this this , our office was raided by @Uppolice in Delhi. 
Agar Yogi ko…",RizwanMoulvi2,11,133,1833,0,,,en
1.37E+18,twitter.com/vinikkohli/status/1373468936939859971,Sun Mar 21 02:58:07 +0000 2021,1,"@_garrywalia #BoycottBJP_4Farmers &amp;
The list is getting longer 
#FarmersProtests 
#JusticeForStudents… https://t.co/hy3U9llaVR",vinikkohli,113,323,0,0,,,en
1.37E+18,twitter.com/vinikkohli/status/1373468416405696514,Sun Mar 21 02:56:02 +0000 2021,1,"#BoycottBJP_4Farmers &amp;
The list is getting longer 
#FarmersProtests 
#JusticeForStudents 
#modi_rojgar_do… https://t.co/XcmHwYX48B",vinikkohli,113,323,0,0,,,en
1.37E+18,twitter.com/DupendraSingh1/status/1373468295387443203,Sun Mar 21 02:55:34 +0000 2021,0,"RT @Gouravk41638583: @DupendraSingh1 #modi_job_do
 Unempolyment rate increase day by day in our country and our government is not taking th…",DupendraSingh1,2,52,2,0,,,en
1.37E+18,twitter.com/ASB04091/status/1373467598642311175,Sun Mar 21 02:52:47 +0000 2021,0,@NitinRaut_INC साहेब कोरोना कालात राजस्थान मध्ये काँग्रेस ची सत्ता असताना नोकर भरती करू शकतात तर आपल्या महाराष्ट्रा… https://t.co/w51yn1HK2f,ASB04091,92,246,0,0,,,mr
1.37E+18,twitter.com/Baidyan99292397/status/1373466380780011521,Sun Mar 21 02:47:57 +0000 2021,0,RT @AlokKum86014817: @Nidhik039 @abhinaymaths @RaMoSirOfficial #modi_rojgar_do,Baidyan99292397,7,20,2,0,,,und
1.37E+18,twitter.com/Anupsha48743745/status/1373465723029184512,Sun Mar 21 02:45:20 +0000 2021,0,"RT @SanojYa14329742: #modi_job_do
#modi_rojgar_do 
STUDENT DEMANDS
●Timely Exam.
●Increase Vacancies.
●Reform in EXAM process.
●Timely Resu…",Anupsha48743745,21,49,2595,0,,,en
1.37E+18,twitter.com/Avinash74152165/status/1373465300662845449,Sun Mar 21 02:43:40 +0000 2021,0,RT @ASB04091: @NitinRaut_INC साहेब कोरोना कालात राजस्थान मध्ये काँग्रेस ची सत्ता असताना नोकर भरती करू शकतात तर आपल्या महाराष्ट्रात का नाही…,Avinash74152165,19,173,1,0,,,mr
1.37E+18,twitter.com/AwanaLovish/status/1373464935485743108,Sun Mar 21 02:42:13 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",AwanaLovish,9,77,29,0,,,en
1.37E+18,twitter.com/Amitmau26483241/status/1373463661914820608,Sun Mar 21 02:37:09 +0000 2021,0,"RT @Brijesh76201984: @exampuroficial Adani End
Reliance End
Students' aspirations - The End

#modi_rojgar_do
#modi_job_do",Amitmau26483241,0,1,10,0,,,en
1.37E+18,twitter.com/Amitmau26483241/status/1373463631539671040,Sun Mar 21 02:37:02 +0000 2021,0,"RT @Narendr75322318: @exampuroficial #modi_job_do 
#modi_rojgar_do https://t.co/3zYvfFIglD",Amitmau26483241,0,1,8,0,,,und
1.37E+18,twitter.com/Amitmau26483241/status/1373463603630780418,Sun Mar 21 02:36:55 +0000 2021,0,"RT @Ayra24997378: @exampuroficial #modi_job_do 
#modi_rojgar_do",Amitmau26483241,0,1,3,0,,,und
1.37E+18,twitter.com/ASB04091/status/1373463103749287937,Sun Mar 21 02:34:56 +0000 2021,0,@NitinRaut_INC साहेब कोरोना कालात राजस्थान मध्ये काँग्रेस ची सत्ता असताना नोकर भरती करू शकतात तर आपल्या महाराष्ट्रा… https://t.co/mTRGwIvS1g,ASB04091,92,246,1,0,,,mr
1.37E+18,twitter.com/KajalBerojgar2/status/1373462904691847170,Sun Mar 21 02:34:08 +0000 2021,0,"RT @PrachiAmbedkar: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stI…",KajalBerojgar2,12,7,20,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462903949455363,Sun Mar 21 02:34:08 +0000 2021,0,"RT @adityap48788386: Boss with employee....

#StopPrivatisation 
#modi_rojgar_do 
#bycottbjp 
#नहीं_चाहिए_भाजपा https://t.co/JIR0VKtwJ3",KajalBerojgar2,12,7,8,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462828753985536,Sun Mar 21 02:33:50 +0000 2021,0,"RT @VaishaliRaikw11: It's not that the Bankers are afraid of doing Hard Work, not at all.
Its just because the Govt advertised vacancies in…",KajalBerojgar2,12,7,5,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462815659323392,Sun Mar 21 02:33:47 +0000 2021,0,"RT @DrBhupe74722420: @shiwani27m Our students demands
👇👇👇👇👇👇👇👇
1. Fair exam process
 2. Timely results
 3. Transparency
 4. Joining letter…",KajalBerojgar2,12,7,4,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462800274649089,Sun Mar 21 02:33:43 +0000 2021,0,"RT @Rakeshginda: 🤐🤐🤐🤐🤐 no any comments 

Baki app log kya kehte hai plz reply #KisanAndolan #india #modi #modi_rojgar_do #RakeshTikaitExpos…",KajalBerojgar2,12,7,5,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462771858173960,Sun Mar 21 02:33:37 +0000 2021,0,"RT @ChetanWrites: Govt busy in Bengal rallies, 

while people of India trending:
#BankSurgicalStrike 
#modi_rojgar_do 
#PetrolDieselPriceHi…",KajalBerojgar2,12,7,8,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462716082364416,Sun Mar 21 02:33:23 +0000 2021,0,RT @RonganBhowmick: How ramdev sees petrol price..#modi_rojgar_do #ModiGovt4AmbaniAdani https://t.co/okRMidaZO2,KajalBerojgar2,12,7,2,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462708771692546,Sun Mar 21 02:33:22 +0000 2021,0,"RT @luckyujjawal: #modi_job_do
#modi_rojgar_do

Don't just rely on government job. How the hell #NarendraModi can create crores of governme…",KajalBerojgar2,12,7,1,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462706695512070,Sun Mar 21 02:33:21 +0000 2021,0,RT @Abhishe44589389: @luckyujjawal You know the situation of vacancies of government job?? Even private job is declining continuously.. #mo…,KajalBerojgar2,12,7,3,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462705311379458,Sun Mar 21 02:33:21 +0000 2021,0,"RT @Deepakjamliya2: Modi job now and new india create 2021
#modi_rojgar_do 
#modi_job_do 
@PMOIndia 
@ChouhanShivraj https://t.co/1eWcwAD5pv",KajalBerojgar2,12,7,5,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462703407210498,Sun Mar 21 02:33:20 +0000 2021,0,"RT @Iram43868161: We will keep our rights  #modi_rojgar_do
#StudentsWantJobs 
#modi_jawab_do 
#modi_job_do https://t.co/Bpdln0dzVi",KajalBerojgar2,12,7,2,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462701842726919,Sun Mar 21 02:33:20 +0000 2021,0,"RT @SharmaSurbhi1: @RaMoSirOfficial 
When complained about no recruitment in KVS from last 3 years. This reply has came. Ab inhe khon khe k…",KajalBerojgar2,12,7,2,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462675884183552,Sun Mar 21 02:33:14 +0000 2021,1,RT @AishaJabeen17: firstly #Farmers then #Students and now #Bankers_On_Strike what u wants from us #Modi and #AmitShah .Stop all these we w…,KajalBerojgar2,12,7,4,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462606384664581,Sun Mar 21 02:32:57 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",KajalBerojgar2,12,7,77,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462558657503232,Sun Mar 21 02:32:46 +0000 2021,1,"RT @Bulbul32238309: Never be afraid to raise your voice for honesty, truth and compassion against injustice. 

#modi_rojgar_do

#Mpnhmchomg…",KajalBerojgar2,12,7,20,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462536004063232,Sun Mar 21 02:32:40 +0000 2021,0,"RT @Sudarshanjha01: Here is the reason
#modi_rojgar_do https://t.co/JgfVWjhDZz",KajalBerojgar2,12,7,3,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462512427880448,Sun Mar 21 02:32:35 +0000 2021,0,"RT @kujur_anjan: What is this ?
Everywhere Diploma only.. 

What about B. Tech students??? 
#Hemant_soren
#Modi_Rojgar_do
@HemantSorenJMM h…",KajalBerojgar2,12,7,4,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462500180598785,Sun Mar 21 02:32:32 +0000 2021,0,"RT @MalikMessar: Hi Friends, 

#modi_job_do ll #modi_rojgar_do ll 

Youth voice we need Employment

https://t.co/ID3lxKKEi4",KajalBerojgar2,12,7,2,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462487681490949,Sun Mar 21 02:32:29 +0000 2021,0,"RT @Yogeshyonline: Modi must fulfill his promise, 
give employment to the youth.. #modi_rojgar_दो 
#modi_rojgar_do https://t.co/9TA6h1G81S",KajalBerojgar2,12,7,2,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462448766734337,Sun Mar 21 02:32:20 +0000 2021,0,"RT @VidyasagarSinh3: After seeing the Josh of my fellow bankers friends .. 
#StopPrivatization 
#StopPrivatisationofBanks 
#modi_rojgar_do…",KajalBerojgar2,12,7,2,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462434476822528,Sun Mar 21 02:32:16 +0000 2021,0,"RT @SanjayEvane4: Stop privatization, provide jobs &amp; opportunities...
#increasemppscAEpost
#SpeakUpForEngineers
#mpsubengineerbhartido
#mod…",KajalBerojgar2,12,7,5,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462393951461379,Sun Mar 21 02:32:07 +0000 2021,0,"RT @DenKuma08788656: #modi_rojgar_do @PMOIndia @BJP4India @ArvindKejriwal 
We wants job... https://t.co/rKOpKL4eFn",KajalBerojgar2,12,7,5,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373462372745027584,Sun Mar 21 02:32:02 +0000 2021,1,"RT @dharmen76463026: First social activists speaking for the poor and needy
then farmers demanding #msp_गारंटी_कानून_बनाओ
then the youth de…",KajalBerojgar2,12,7,9,0,,,en
1.37E+18,twitter.com/ImGopalTripathi/status/1373462178271928325,Sun Mar 21 02:31:15 +0000 2021,0,"RT @ExamoOfficial: 6 million + tweets already....
Keep going guys! Keep up the Josh. 
#modi_job_do 
#modi_rojgar_do https://t.co/l3op0XiY1c",ImGopalTripathi,34,42,556,0,,,en
1.37E+18,twitter.com/AwanaLovish/status/1373461356205076483,Sun Mar 21 02:27:59 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",AwanaLovish,9,77,77,0,,,en
1.37E+18,twitter.com/AwanaLovish/status/1373461144183074822,Sun Mar 21 02:27:09 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",AwanaLovish,9,77,70,0,,,en
1.37E+18,twitter.com/Param_Jeet6620/status/1373459806191644673,Sun Mar 21 02:21:50 +0000 2021,0,"RT @Shazi786_: Recruitment Scam regular Phenomena in all Govt...

grand campaign 25th feb - 11AM 
#modi_job_do 
#modi_rojgar_do

RT https:/…",Param_Jeet6620,3574,3159,890,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458943263993856,Sun Mar 21 02:18:24 +0000 2021,0,"RT @Deepak_ch_9412: We will never give it up....

#modi_jawab_do 
#modi_rojgar_do 
#4_साल_यूपी_बेहाल https://t.co/zfU6BuCW2t",KajalBerojgar2,12,7,3,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458931960320005,Sun Mar 21 02:18:21 +0000 2021,1,RT @ShealLalit: #NarendraModi #NarendraModiStadium #bjp #AmitShah #AmitabhBachchan #India_With_PM_Modi #Kejriwal #modi_rojgar_do #india #wh…,KajalBerojgar2,12,7,5,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458888964534274,Sun Mar 21 02:18:11 +0000 2021,0,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",KajalBerojgar2,12,7,70,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458868156600324,Sun Mar 21 02:18:06 +0000 2021,1,"RT @myself4AP: Got independence in 1947 and lost in 2014...

#JobKiBaat kar
#modi_rojgar_do
 #modi_job_do 
#HumDoHamareDo 
#AmbaniAdanijeev…",KajalBerojgar2,12,7,3,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458853598138372,Sun Mar 21 02:18:02 +0000 2021,0,"RT @Bulbul32238309: Never be afraid to raise your voice for honesty, truth and compassion against injustice. 

#modi_rojgar_do

#Mpnhmchomg…",KajalBerojgar2,12,7,19,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458838989332481,Sun Mar 21 02:17:59 +0000 2021,0,"RT @Rishikumar00: OUR GOVERNMENT DESTROY YOUTHS LIFE
#बीजेपी_हिसाब_दो
#modi_rojgar_दो 
#modi_rojgar_do https://t.co/hpxfMzBGX7",KajalBerojgar2,12,7,11,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458823441051652,Sun Mar 21 02:17:55 +0000 2021,1,"RT @myself4AP: The mosha undertaking India !

#JobKiBaat kar
#modi_rojgar_do
 #modi_job_do 
#HumDoHamareDo 
#AmbaniAdanijeevi
#FarmersProte…",KajalBerojgar2,12,7,5,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458797394419713,Sun Mar 21 02:17:49 +0000 2021,0,"RT @atul_sahoo1: Public sector is the right of people, the rulers have no right to sell it.
We will fight till we succeed...🚩
#StopDisinves…",KajalBerojgar2,12,7,1,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458782500442115,Sun Mar 21 02:17:46 +0000 2021,0,"RT @Bulbul32238309: Never be afraid to raise your voice for honesty, truth and compassion against injustice. 

#modi_rojgar_do

#Mpnhmchomg…",KajalBerojgar2,12,7,24,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458738569355265,Sun Mar 21 02:17:35 +0000 2021,0,"RT @AshwaniAhlawa15: #modi_rojgar_दो #Modijobdo #modi_rojgar_do  #modi_job_do 
#NoVoteToBJP #adani  #BengalElections2021 

😂😂😂😂😂
I can't st…",KajalBerojgar2,12,7,14,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458665127079942,Sun Mar 21 02:17:18 +0000 2021,0,"RT @NoamanAkhtar1: This twitter trend
#4_साल_यूपी_बेहाल is reality of up ,

If u agree with trend then retweet it 
#modi_rojgar_do 
#modi_j…",KajalBerojgar2,12,7,21,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373458081930039296,Sun Mar 21 02:14:59 +0000 2021,0,"RT @Rishikumar00: OUR GOVERNMENT DIVERT ATTENTION.
OUR GOVERNMENT DESTROY YOUTHS LIFE
#बीजेपी_हिसाब_दो
#modi_rojgar_दो 
#modi_rojgar_do  #…",KajalBerojgar2,12,7,41,0,,,en
1.37E+18,twitter.com/KajalBerojgar2/status/1373457375709958147,Sun Mar 21 02:12:10 +0000 2021,0,"RT @ShagunS88400394: #4_साल_यूपी_बेहाल

OR Kitna jhuth bologe yogi g ??
30 lakhs jobs per day🤭
9 Cr per Month🤐
108 Cr per year😬
432 cr in f…",KajalBerojgar2,12,7,5,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373457171392831491,Sun Mar 21 02:11:21 +0000 2021,0,"RT @Kunalka69584066: #modi_rojgar_do
#modi_job_do
We want justice
We want fast #recruitment process https://t.co/VVVgZlkAWY",PawanKu08780265,1,10,12,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373457131299500033,Sun Mar 21 02:11:12 +0000 2021,0,"RT @SangliYadav: Our demands:- 
1. Fair exam process 
2. Timely results
 3. Transparency
 4. Joining letter within a year
 5. Waiting list…",PawanKu08780265,1,10,17,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373457112701968386,Sun Mar 21 02:11:07 +0000 2021,0,"RT @MAHI281992: After seeing the Josh of my fellow bankers friends .. 
#StopPrivatization 
#StopPrivatisationofBanks 
#modi_rojgar_do https…",PawanKu08780265,1,10,13,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373457098126753792,Sun Mar 21 02:11:04 +0000 2021,0,"RT @AkshayS17422082: #modi_rojgar_दो 
#modi_rojgar_do 
#modi job do https://t.co/N0vLGKIBeD",PawanKu08780265,1,10,23,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373457068682670092,Sun Mar 21 02:10:57 +0000 2021,1,RT @HarjeetMann71: Best way to waste the Public money. We have more than 50% population of our country without proper meals. Think for whil…,PawanKu08780265,1,10,13,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373457052966682627,Sun Mar 21 02:10:53 +0000 2021,0,"RT @ReenuBhardwaj2: @PMOIndia 
#modi_rojgar_do
#modi_jawab_do
We want job
We want justice https://t.co/aWCdbcjtgz",PawanKu08780265,1,10,11,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373457024445341701,Sun Mar 21 02:10:46 +0000 2021,0,"RT @Rishikumar00: OUR GOVERNMENT DIVERT ATTENTION.
OUR GOVERNMENT DESTROY YOUTHS LIFE
#बीजेपी_हिसाब_दो
#modi_rojgar_दो 
#modi_rojgar_do htt…",PawanKu08780265,1,10,21,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373457014341341192,Sun Mar 21 02:10:44 +0000 2021,1,"RT @iamthesrtg12: Modi ji when you will prove this meme wrong? 
@narendramodi @AmitShah @RahulGandhi @TheDeshBhakt @shambhav15 @loksabhaspe…",PawanKu08780265,1,10,149,0,,,en
1.37E+18,twitter.com/VikramS27411290/status/1373457011585675270,Sun Mar 21 02:10:43 +0000 2021,0,"RT @VivekYadavkld: #modi_job_do
#modi_rojgar_do 
#modi_job_do
#upp49568pac_medical 
@PMOIndia 
@myogiadityanath",VikramS27411290,0,1,13,0,,,und
1.37E+18,twitter.com/VikramS27411290/status/1373456999699030017,Sun Mar 21 02:10:40 +0000 2021,0,"RT @KhanSir_: Educated unemployed youth, wake up.
  Hurt the country's shabby system.
 #modi_job_do
 #modi_rojgar_do 
#modi_job_do https://…",VikramS27411290,0,1,4898,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373456996121255937,Sun Mar 21 02:10:40 +0000 2021,0,"RT @Ranisingh55: #StudentsWantJobs 
We will never stop 
Stay positive stay energetic
Do it for yourself 🖤
#modi_rojgar_दो 
#modi_rojgar_do…",PawanKu08780265,1,10,80,0,,,en
1.37E+18,twitter.com/VikramS27411290/status/1373456983278329861,Sun Mar 21 02:10:37 +0000 2021,0,"RT @KhanSir_: Please pay attention towards students....
#modi_job_do
#modi_rojgar_do 
#modi_job_do https://t.co/vRtQ9KL5Xc",VikramS27411290,0,1,3384,0,,,en
1.37E+18,twitter.com/VikramS27411290/status/1373456871655280640,Sun Mar 21 02:10:10 +0000 2021,0,"RT @GaganPratapMath: more than 2 M  tweets
How's the Josh...😎
 #modi_job_do #modi_rojgar_do",VikramS27411290,0,1,25747,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373456849433894921,Sun Mar 21 02:10:05 +0000 2021,0,"RT @RohitGameti3: #मोदी_रोजगार_दो #मोदी_रोजगार_दो
#modi_rojgar_do Students demand 
Timely exam,joining and Fair exam 
#modi_job_do 
#modi_r…",PawanKu08780265,1,10,18,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373456702775775232,Sun Mar 21 02:09:30 +0000 2021,0,"RT @TARUNBI63873575: Hum to berojgar aadmi hai 
Degree lekar baithe rahenge twitter campaign par
#modi_rojgar_do 
#StudentsWantJobs https:/…",PawanKu08780265,1,10,12,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373456648476319745,Sun Mar 21 02:09:17 +0000 2021,0,RT @JagrookSiraj: #RSS leader #IndreshKumar told that begging is also the #Employment and in #India there are #20crore people doing this #j…,PawanKu08780265,1,10,17,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373456593929400320,Sun Mar 21 02:09:04 +0000 2021,0,RT @KandukuriRithe1: Year wise UPSC civil services posts in modi govt #StudentsWantJobs #UPSCExtraAttempt #modi_rojgar_do #bankprivatisatio…,PawanKu08780265,1,10,52,0,,,en
1.37E+18,twitter.com/PawanKu08780265/status/1373456567853481984,Sun Mar 21 02:08:58 +0000 2021,0,"RT @Amardee49626290: If u don't believe it then Google it,@narendramodi #modi_jawab_do #modi_rojgar_do https://t.co/I2WsYDbphD",PawanKu08780265,1,10,9,0,,,en
